Table Physical Name,Table Label,Table Description,Seq ,Column Physical Name,Column Label,Table Column Description,Logical Data Type,Physical Data Type,Not Null?,Size,Precision,Minimum,Maximum,Units of Measure,Domain Name
cosoiltemp,Component Soil Temperature,"The Component Soil Temperature table describes the typical soil temperature profile for the referenced map unit component during the month referenced in the Component Month table. The soil temperature profiles for each month, taken as a group of twelve months, describe the representative situation for the component throughout the year.",6,soitempdepb_r,RV,The distance from the top of the soil to the lower boundary of the soil temperature layer.,Integer,Smallint,No,NA,NA,0,9999,cm,NA
cosoiltemp,Component Soil Temperature,"The Component Soil Temperature table describes the typical soil temperature profile for the referenced map unit component during the month referenced in the Component Month table. The soil temperature profiles for each month, taken as a group of twelve months, describe the representative situation for the component throughout the year.",7,soitempdepb_h,High,The distance from the top of the soil to the lower boundary of the soil temperature layer.,Integer,Smallint,No,NA,NA,0,9999,cm,NA
cosoiltemp,Component Soil Temperature,"The Component Soil Temperature table describes the typical soil temperature profile for the referenced map unit component during the month referenced in the Component Month table. The soil temperature profiles for each month, taken as a group of twelve months, describe the representative situation for the component throughout the year.",8,comonthkey,Component Month Key,A non-connotative string of characters used to uniquely identify a record in the Component Month table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosoiltemp,Component Soil Temperature,"The Component Soil Temperature table describes the typical soil temperature profile for the referenced map unit component during the month referenced in the Component Month table. The soil temperature profiles for each month, taken as a group of twelve months, describe the representative situation for the component throughout the year.",9,cosoiltempkey,Component Soil Temperature Key,A non-connotative string of characters used to uniquely identify a record in the Component Soil Temperature table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",1,sfragcov_l,Low,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).,Float,Real,No,NA,2,0,100,percent,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",2,sfragcov_r,RV,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).,Float,Real,No,NA,2,0,100,percent,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",3,sfragcov_h,High,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).,Float,Real,No,NA,2,0,100,percent,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",4,distrocks_l,Low,"Average distance between surface stones and/or boulders, measured between edges.",Float,Real,No,NA,2,0,50,meters,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",5,distrocks_r,RV,"Average distance between surface stones and/or boulders, measured between edges.",Float,Real,No,NA,2,0,50,meters,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",6,distrocks_h,High,"Average distance between surface stones and/or boulders, measured between edges.",Float,Real,No,NA,2,0,50,meters,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",7,sfragkind,Kind,The lithology/composition of the surface fragments 2 mm or larger (20 mm or larger for wood fragments).,Choice,Varchar,No,254,NA,NA,NA,NA,fragment_kind
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",8,sfragsize_l,Low,Size based on the multiaxial dimensions of the surface fragment.,Integer,Smallint,No,NA,NA,2,3000,mm,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",9,sfragsize_r,RV,Size based on the multiaxial dimensions of the surface fragment.,Integer,Smallint,No,NA,NA,2,3000,mm,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",10,sfragsize_h,High,Size based on the multiaxial dimensions of the surface fragment.,Integer,Smallint,No,NA,NA,2,3000,mm,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",11,sfragshp,Shape,A description of the overall shape of the surface fragment.,Choice,Varchar,No,254,NA,NA,NA,NA,fragment_shape
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",12,sfraground,Roundness,An expression of the sharpness of edges and corners of surface fragments.,Choice,Varchar,No,254,NA,NA,NA,NA,fragment_roundness
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",13,sfraghard,Hardness,The hardness of the fragment.,Choice,Varchar,No,254,NA,NA,NA,NA,rupture_resist_block_cem
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",14,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurffrags,Component Surface Fragments,"The Component Surface Fragments table lists the organic or mineral fragments that generally occur on the surface of the referenced map unit component. If the cover percent is greater than zero (low=0.1, RV=1, high=3) for a row in this table, the fragment is in every delineation of the map unit where the referenced component occurs. If the Cover % includes zero (low=0, RV=0.01, high=1) for a row in this table, the fragment may exist in some delineations and not in others.",15,cosurffragskey,Component Surface Fragments Key,A non-connotative string of characters used to uniquely identify a record in the Component Surface Fragments table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",1,geomposmntn,Geomorphic Component – Mountains,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of mountains.,Choice,Varchar,No,254,NA,NA,NA,NA,geomor_pos_mountain
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",2,geomposhill,Geomorphic Component Hills,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of hills.,Choice,Varchar,No,254,NA,NA,NA,NA,geomor_pos_hill
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",3,geompostrce,Geomorphic Component Terraces,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of terraces.,Choice,Varchar,No,254,NA,NA,NA,NA,geomor_pos_terrace
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",4,geomposflats,Geomorphic Component Flats,Description of the geomorphic component for flats.,Choice,Varchar,No,254,NA,NA,NA,NA,geomor_pos_flat
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",5,cogeomdkey,Component Geomorphic Description Key,A non-connotative string of characters used to uniquely identify a record in the Component Geomorphic Description table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphgc,Component Three Dimensional Surface Morphometry,"The Component Three Dimensional Surface Morphometry table lists the typical geomorphic position (s) of the referenced map unit component, in three dimension terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",6,cosurfmorgckey,Component Surface Morphometry Geomorphic Component Key,A non-connotative string of characters used to uniquely identify a record in the Component Three Dimensional Surface Morphometry table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphhpp,Component Two Dimensional Surface Morphometry,"The Component Two Dimensional Surface Morphometry table lists the geomorphic position(s) of the referenced map unit component, in two dimensional hillslope profile terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",1,hillslopeprof,Hillslope Profile,"Two dimensional slope segments of a hillslope that have similar geometric, erosional, or depositional characteristics.",Choice,Varchar,No,254,NA,NA,NA,NA,hillslope_profile
cosurfmorphhpp,Component Two Dimensional Surface Morphometry,"The Component Two Dimensional Surface Morphometry table lists the geomorphic position(s) of the referenced map unit component, in two dimensional hillslope profile terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",2,cogeomdkey,Component Geomorphic Description Key,A non-connotative string of characters used to uniquely identify a record in the Component Geomorphic Description table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphhpp,Component Two Dimensional Surface Morphometry,"The Component Two Dimensional Surface Morphometry table lists the geomorphic position(s) of the referenced map unit component, in two dimensional hillslope profile terms. The geomorphic position(s) listed in this table apply to the geomorphic feature referenced in the Component Geomorphic Description table.",3,cosurfmorhppkey,Component Surface - Hillslope Profile Position,A non-connotative string of characters used to uniquely identify a record in the Component Two Dimensional Surface Morphometry table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphmr,Component Microrelief Surface Morphometry,The Component Microrelief Surface Morphometry table lists microrelief features associated with the referenced geomorphic (microfeature) feature shown in the Component Geomorphic Description table.,1,geomicrorelief,Microrelief Kind,"The kind of slight variations in the height of a land surface that are too small or intricate to delineate on a topographic or soils map at commonly used scales (1:24000, and 1:10000).",Choice,Varchar,No,254,NA,NA,NA,NA,microrelief_kind
cosurfmorphmr,Component Microrelief Surface Morphometry,The Component Microrelief Surface Morphometry table lists microrelief features associated with the referenced geomorphic (microfeature) feature shown in the Component Geomorphic Description table.,2,cogeomdkey,Component Geomorphic Description Key,A non-connotative string of characters used to uniquely identify a record in the Component Geomorphic Description table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphmr,Component Microrelief Surface Morphometry,The Component Microrelief Surface Morphometry table lists microrelief features associated with the referenced geomorphic (microfeature) feature shown in the Component Geomorphic Description table.,3,cosurfmormrkey,Component Surface Morphometry – Micro Relief Key,A non-connotative string of characters used to uniquely identify a record in the Component Microrelief Surface Morphometry table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphss,Component Slope Shape Surface Morphometry,"The Component Slope Shape Surface Morphometry table lists the geomorphic shape(s) of the referenced map unit component, in slope shape terms. The slope shape terms listed in this table apply to the referenced geomorphic feature shown in the Component Geomorphic Description table.",1,shapeacross,Slope Shape Across,"The geometric, two dimensional profile (shape) of the slope parallel to elevation contours.",Choice,Varchar,No,254,NA,NA,NA,NA,slope_shape
cosurfmorphss,Component Slope Shape Surface Morphometry,"The Component Slope Shape Surface Morphometry table lists the geomorphic shape(s) of the referenced map unit component, in slope shape terms. The slope shape terms listed in this table apply to the referenced geomorphic feature shown in the Component Geomorphic Description table.",2,shapedown,Slope Shape Up/Down,A non-connotative string of characters used to uniquely identify a record in the Component Geomorphic Description table.,Choice,Varchar,No,254,NA,NA,NA,NA,slope_shape
cosurfmorphss,Component Slope Shape Surface Morphometry,"The Component Slope Shape Surface Morphometry table lists the geomorphic shape(s) of the referenced map unit component, in slope shape terms. The slope shape terms listed in this table apply to the referenced geomorphic feature shown in the Component Geomorphic Description table.",3,cogeomdkey,Component Geomorphic Description Key,A non-connotative string of characters used to uniquely identify a record in the Component Slope Shape Surface Morphometry table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cosurfmorphss,Component Slope Shape Surface Morphometry,"The Component Slope Shape Surface Morphometry table lists the geomorphic shape(s) of the referenced map unit component, in slope shape terms. The slope shape terms listed in this table apply to the referenced geomorphic feature shown in the Component Geomorphic Description table.",4,cosurfmorsskey,Component Surface Morphometry – Slope Shape Key,A non-connotative string of characters used to uniquely identify a record in the Component Slope Shape Surface Morphometry table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotaxfmmin,Component Taxonomic Family Mineralogy,"The Component Taxonomic Family Mineralogy table lists the mineralogy characteristics, as defined in Soil Taxonomy, that apply to the referenced map unit component.",1,taxminalogy,Mineralogy,Mineralogy classes are used as family differentiae. They are based on the approximate mineralogical composition of selected size fractions of the same segment of the soil (control section) that is used for application of particle-size classes. (Soil Taxonomy),Choice,Varchar,No,254,NA,NA,NA,NA,taxonomic_family_mineralogy
cotaxfmmin,Component Taxonomic Family Mineralogy,"The Component Taxonomic Family Mineralogy table lists the mineralogy characteristics, as defined in Soil Taxonomy, that apply to the referenced map unit component.",2,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotaxfmmin,Component Taxonomic Family Mineralogy,"The Component Taxonomic Family Mineralogy table lists the mineralogy characteristics, as defined in Soil Taxonomy, that apply to the referenced map unit component.",3,cotaxfmminkey,Component Taxonomic Family Mineralogy Key,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Family Mineralogy table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotaxmoistcl,Component Taxonomic Moisture Class,"The Component Taxonomic Moisture Class table provides clear identification of the intended taxonomic moisture class, as defined in Soil Taxonomy, that apply to the referenced map unit component, even though moisture class is implied at a higher taxonomic level. The class or classes listed in this table describe the representative situation for the component.",1,taxmoistcl,Moisture Class,Mineralogy classes are used as family differentiae. They are based on the approximate mineralogical composition of selected size fractions of the same segment of the soil (control section) that is used for application of particle-size classes. (Soil Taxonomy),Choice,Varchar,No,254,NA,NA,NA,NA,taxonomic_moisture_class
cotaxmoistcl,Component Taxonomic Moisture Class,"The Component Taxonomic Moisture Class table provides clear identification of the intended taxonomic moisture class, as defined in Soil Taxonomy, that apply to the referenced map unit component, even though moisture class is implied at a higher taxonomic level. The class or classes listed in this table describe the representative situation for the component.",2,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotaxmoistcl,Component Taxonomic Moisture Class,"The Component Taxonomic Moisture Class table provides clear identification of the intended taxonomic moisture class, as defined in Soil Taxonomy, that apply to the referenced map unit component, even though moisture class is implied at a higher taxonomic level. The class or classes listed in this table describe the representative situation for the component.",3,cotaxmckey,Component Taxonomic Family Moisture Class Key,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Family Mineralogy table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",1,recdate,Date,"The date associated with a particular record, expressed as month, day, year -- xx/xx/xxxx.",Date/Time,Datetime,No,NA,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",2,comptextkind,Kind,"A text entry is identified by its kind, category, and subcategory. Kind is the highest division of classification. Text kind provides a grouping of text entries according to their subject matter",Choice,Varchar,No,254,NA,NA,NA,NA,component_text_kind
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",3,textcat,Category,"A text entry is identified by its kind, category, and subcategory. Category is a subdivision of kind. ""Agr"" and ""Soi"" are two categories for the text kind ""Nontechnical Description"".",String,Varchar,No,20,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",4,textsubcat,Subcategory,"A text entry is identified by its kind, category, and subcategory. Subcategory is a subdivision of category. For text kind ""Nontechnical"" description and text category ""Agr"", subcategory would correspond to the SSSD field ""desnum"".",String,Varchar,No,20,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",5,text,Text,"The actual narrative text portion of a text entry. The other parts of a text entry are its identifiers: kind, category and subcategory.",Narrative Text,Text,No,NA,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",6,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotext,Component Text,"The Component Text table contains notes and narrative descriptions for the referenced map unit component. In many cases, the table will be empty for a particular component.",7,cotextkey,Component Text Key,A non-connotative string of characters used to uniquely identify a record in the Component Text table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotreestomng,Component Trees To Manage,The Component Trees To Manage table lists the trees commonly recommended for managing on the referenced map unit component.,1,plantsym,Plant Symbol,"A unique symbol used to identify a plant genus or a plant species. (The PLANTS Database, USDA-NRCS, National Plant Data Center.)",String,Varchar,Yes,8,NA,NA,NA,NA,NA
cotreestomng,Component Trees To Manage,The Component Trees To Manage table lists the trees commonly recommended for managing on the referenced map unit component.,2,plantsciname,Scientific Name,"The full genus and species name as listed in the PLANTS Database, USDA-NRCS, National Plant Data Center.",String,Varchar,No,127,NA,NA,NA,NA,NA
cotreestomng,Component Trees To Manage,The Component Trees To Manage table lists the trees commonly recommended for managing on the referenced map unit component.,3,plantcomname,Common Name,"A generally accepted common name used for a plant in a geographic region, usually a state.",String,Varchar,No,60,NA,NA,NA,NA,NA
cotreestomng,Component Trees To Manage,The Component Trees To Manage table lists the trees commonly recommended for managing on the referenced map unit component.,4,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotreestomng,Component Trees To Manage,The Component Trees To Manage table lists the trees commonly recommended for managing on the referenced map unit component.,5,cotreestomngkey,Component Trees to Manage Key,A non-connotative string of characters used to uniquely identify a record in the Component Trees To Manage table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotxfmother,Component Taxonomic Family Other Criteria,"The Component Taxonomic Family Other Criteria table lists the other taxonomic characteristics, such as classes of coatings or permanent cracks, as defined in Soil Taxonomy, that apply to the referenced map unit component. The characteristics listed in this table describe the representative situation for the component.",1,taxfamother,Family Other,"Soil characteristics other than the defined family characteristics of particle-size classes, mineralogy classes, calcareous and reaction classes, and soil temperature classes. These characteristics include depth of soil, consistence, moisture equivalent, slope of soil, and permanent cracks. (Soil Taxonomy)",Choice,Varchar,No,254,NA,NA,NA,NA,taxonomic_family_other
cotxfmother,Component Taxonomic Family Other Criteria,"The Component Taxonomic Family Other Criteria table lists the other taxonomic characteristics, such as classes of coatings or permanent cracks, as defined in Soil Taxonomy, that apply to the referenced map unit component. The characteristics listed in this table describe the representative situation for the component.",2,cokey,Component Key,A non-connotative string of characters used to uniquely identify a record in the Component table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
cotxfmother,Component Taxonomic Family Other Criteria,"The Component Taxonomic Family Other Criteria table lists the other taxonomic characteristics, such as classes of coatings or permanent cracks, as defined in Soil Taxonomy, that apply to the referenced map unit component. The characteristics listed in this table describe the representative situation for the component.",3,cotaxfokey,Component Taxonomic Family Other Key,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Family Other Criteria table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,1,rulename,Rule Name,A user assigned name (typically connotative) for a particular interpretation rule.,String,Varchar,No,60,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,2,ruledesign,Rule Design,"An indicator of the design scheme of the rule. The entry provides an indication of which end of the fuzzy value range, 0 or 1, represents the most limiting features. Most interpretive rules are designed such that the most limiting features are those with a fuzzy value closest to 1. However, interpretive rules that are designed to evaluate the favorable features of a soil, such as the suitability as a gravel source, may be written such that the most limiting features are those with a fuzzy value closest to 0.",Choice,Varchar,Yes,254,NA,NA,NA,NA,rule_design
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,3,ruledesc,Description,A narrative text definition of a rule.,Narrative,Text,No,NA,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,4,dataafuse,Ready to use?,Indicates whether or not an object is approved for use.,Boolean,Varchar,No,3,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,5,mrecentrulecwlu,Most Recent Rule Component When Last Updated,"The date of the most recently updated component of an interpretation. This date is not necessarily the when last updated date of the interpretation itself. An interpretation may have a subrule, evaluation or property that was updated more recently than the master interpretation (rule) itself. The time of update of an interpretation component (subrule, evaluation, property) in NASIS is not explicitly reflected in other components that may reference the updated component.",Date/Time,Datetime,No,NA,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,6,rulekey,Rule Key,The unique identifier of a record in the Rule table in NASIS.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,7,distmdkey,Distribution Metadata Key,A non-connotative string of characters used to uniquely identify a record in the Distribution Metadata table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
distinterpmd,Distribution Interp Metadata,The Distribution Interp Metadata table records the set of NASIS fuzzy logic interpretations which were generated for the map unit components included in a set of distribution data.,8,distinterpmdkey,Distribution Interpretation Metadata Key,A non-connotative string of characters used to uniquely identify a record in the Distribution Interp Metadata table.,String,Varchar,Yes,30,NA,NA,NA,NA,NA
distlegendmd,Distribution Legend Metadata,The Distribution Legend Metadata table records information about the legends or soil survey areas selected for inclusion in a set of distributed data. The presence of a legend in this table does not imply that all of the available data for that legend was included in the set of data that was distributed. Only certain map units and components for that legend may have been selected. The record of the criteria used for selecting map units and components may be found in the Distribution Metadata table.,1,areatypename,Area Type Name,"The name of a particular type of area. Area type names include ""state"", ""county"", ""mlra"", etc.",String,Varchar,No,45,NA,NA,NA,NA,NA
distlegendmd,Distribution Legend Metadata,The Distribution Legend Metadata table records information about the legends or soil survey areas selected for inclusion in a set of distributed data. The presence of a legend in this table does not imply that all of the available data for that legend was included in the set of data that was distributed. Only certain map units and components for that legend may have been selected. The record of the criteria used for selecting map units and components may be found in the Distribution Metadata table.,2,areasymbol,Area Symbol,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109).",String,Varchar,No,20,NA,NA,NA,NA,NA
distlegendmd,Distribution Legend Metadata,The Distribution Legend Metadata table records information about the legends or soil survey areas selected for inclusion in a set of distributed data. The presence of a legend in this table does not imply that all of the available data for that legend was included in the set of data that was distributed. Only certain map units and components for that legend may have been selected. The record of the criteria used for selecting map units and components may be found in the Distribution Metadata table.,3,areaname,Area Name,The name given to the specified geographic area.,String,Varchar,No,135,NA,NA,NA,NA,NA
distlegendmd,Distribution Legend Metadata,The Distribution Legend Metadata table records information about the legends or soil survey areas selected for inclusion in a set of distributed data. The presence of a legend in this table does not imply that all of the available data for that legend was included in the set of data that was distributed. Only certain map units and components for that legend may have been selected. The record of the criteria used for selecting map units and components may be found in the Distribution Metadata table.,4,ssastatus,Survey Status,"Identifies the operational activity of a soil survey area and currency of published soil information. Examples are Non-Project, Update and Published. As of SSURGO version 2.1, values for this attribute are no longer provided. This attribute will be dropped from the next major SSURGO version.",Choice,Varchar,No,254,NA,NA,NA,NA,soil_survey_area_status
distlegendmd,Distribution Legend Metadata,The Distribution Legend Metadata table records information about the legends or soil survey areas selected for inclusion in a set of distributed data. The presence of a legend in this table does not imply that all of the available data for that legend was included in the set of data that was distributed. Only certain map units and components for that legend may have been selected. The record of the criteria used for selecting map units and components may be found in the Distribution Metadata table.,5,cordate,Correlation Date,"The date the final correlation document for a soil survey is signed, expressed as month, year (e.g. 07/1999).",Date/Time,Datetime,No,NA,NA,NA,NA,NA,NA
